2,1801
4,1801
5,1801
6,1801
7,1801
9,1801
2,1802
4,1802
5,1802
6,1802
7,1802
8,1802
9,1802
11,1802
12,1802
1,1803
2,1803
4,1803
5,1803
6,1803
7,1803
8,1803
9,1803
11,1803
12,1803
2,1804
4,1804
5,1804
6,1804
7,1804
8,1804
9,1804
12,1804
2,1805
4,1805
5,1805
7,1805
9,1805
2,1806
4,1806
5,1806
6,1806
7,1806
9,1806
2,1807
4,1807
5,1807
7,1807
8,1807
9,1807
2,1808
4,1808
5,1808
7,1808
9,1808
4,1809
5,1809
6,1809
7,1809
12,1809
2,1810
4,1810
5,1810
6,1810
7,1810
9,1810
2,1811
4,1811
5,1811
9,1811
1,1812
2,1812
4,1812
5,1812
6,1812
7,1812
9,1812
12,1812
4,1813
5,1813
7,1813
9,1813
4,1814
5,1814
7,1814
9,1814
2,1815
4,1815
5,1815
7,1815
9,1815
12,1815
2,1816
4,1816
7,1816
9,1816
2,1817
4,1817
5,1817
6,1817
7,1817
9,1817
2,1818
4,1818
7,1818
9,1818
1,1819
2,1819
4,1819
5,1819
7,1819
9,1819
1,1820
2,1820
4,1820
5,1820
7,1820
9,1820
4,1821
5,1821
6,1821
7,1821
9,1821
11,1821
2,1822
4,1822
5,1822
9,1822
2,1823
4,1823
5,1823
6,1823
7,1823
8,1823
9,1823
12,1823
2,1824
4,1824
5,1824
6,1824
7,1824
9,1824
11,1824
4,1825
5,1825
9,1825
2,1826
4,1826
5,1826
7,1826
9,1826
11,1826
4,1827
5,1827
7,1827
9,1827
2,1828
4,1828
7,1828
9,1828
1,1829
2,1829
4,1829
5,1829
9,1829
1,1830
2,1830
4,1830
5,1830
9,1830
1,1831
2,1831
4,1831
5,1831
9,1831
1,1832
2,1832
4,1832
5,1832
9,1832
4,1833
6,1833
7,1833
9,1833
2,1834
4,1834
5,1834
6,1834
7,1834
9,1834
1,1835
2,1835
3,1835
4,1835
5,1835
6,1835
7,1835
9,1835
2,1836
4,1836
5,1836
6,1836
7,1836
9,1836
12,1836
2,1837
4,1837
5,1837
7,1837
9,1837
2,1838
4,1838
5,1838
6,1838
7,1838
9,1838
12,1838
2,1839
4,1839
5,1839
7,1839
9,1839
12,1839
2,1840
4,1840
5,1840
7,1840
9,1840
2,1841
4,1841
5,1841
7,1841
9,1841
2,1842
4,1842
5,1842
9,1842
4,1843
5,1843
9,1843
4,1844
5,1844
9,1844
4,1845
5,1845
7,1845
9,1845
4,1846
5,1846
7,1846
9,1846
4,1847
5,1847
6,1847
7,1847
9,1847
11,1847
2,1848
4,1848
5,1848
9,1848
2,1849
4,1849
7,1849
9,1849
4,1850
5,1850
6,1850
7,1850
4,1851
5,1851
7,1851
9,1851
2,1852
4,1852
5,1852
9,1852
4,1853
5,1853
7,1853
9,1853
4,1854
5,1854
7,1854
9,1854
4,1855
5,1855
9,1855
2,1856
4,1856
5,1856
7,1856
9,1856
4,1857
5,1857
7,1857
9,1857
2,1858
4,1858
5,1858
7,1858
9,1858
11,1858
2,1859
4,1859
5,1859
6,1859
7,1859
8,1859
9,1859
11,1859
2,1860
4,1860
7,1860
9,1860
2,1861
4,1861
5,1861
9,1861
2,1862
4,1862
7,1862
9,1862
4,1863
5,1863
7,1863
9,1863
2,1864
4,1864
7,1864
9,1864
2,1865
4,1865
5,1865
7,1865
9,1865
2,1866
4,1866
5,1866
8,1866
9,1866
2,1867
4,1867
5,1867
7,1867
9,1867
2,1868
4,1868
7,1868
9,1868
2,1869
4,1869
5,1869
9,1869
2,1870
4,1870
5,1870
7,1870
9,1870
5,1871
2,1872
4,1872
7,1872
9,1872
2,1873
4,1873
5,1873
7,1873
9,1873
4,1874
5,1874
7,1874
1,1875
2,1875
4,1875
5,1875
7,1875
9,1875
4,1876
5,1876
2,1877
4,1877
5,1877
7,1877
9,1877
4,1878
5,1878
7,1878
9,1878
2,1879
5,1879
9,1879
4,1880
7,1880
4,1881
5,1881
9,1881
1,1882
2,1882
5,1882
7,1882
9,1882
4,1883
5,1883
9,1883
1,1884
2,1884
5,1884
7,1884
4,1885
5,1885
9,1885
4,1886
5,1886
9,1886
1,1887
2,1887
4,1887
5,1887
7,1887
9,1887
4,1888
5,1888
7,1888
2,1889
4,1889
5,1889
7,1889
9,1889
2,1890
4,1890
5,1890
7,1890
9,1890
1,1891
2,1891
4,1891
5,1891
6,1891
7,1891
8,1891
9,1891
10,1891
12,1891
2,1892
4,1892
5,1892
7,1892
9,1892
2,1893
4,1893
5,1893
7,1893
9,1893
4,1894
5,1894
6,1894
7,1894
9,1894
12,1894
1,1895
2,1895
4,1895
5,1895
6,1895
7,1895
8,1895
9,1895
12,1895
2,1896
4,1896
5,1896
7,1896
9,1896
12,1896
4,1897
5,1897
7,1897
9,1897
2,1898
4,1898
5,1898
7,1898
9,1898
2,1899
4,1899
5,1899
7,1899
9,1899
4,1900
5,1900
7,1900
9,1900
2,1901
4,1901
5,1901
7,1901
9,1901
2,1902
5,1902
7,1902
9,1902
11,1902
1,1903
2,1903
4,1903
5,1903
7,1903
9,1903
2,1904
4,1904
5,1904
7,1904
9,1904
2,1905
4,1905
5,1905
7,1905
9,1905
4,1906
5,1906
7,1906
9,1906
2,1907
4,1907
5,1907
9,1907
2,1908
4,1908
5,1908
7,1908
9,1908
2,1909
4,1909
7,1909
9,1909
2,1910
4,1910
5,1910
7,1910
9,1910
4,1911
5,1911
7,1911
9,1911
1,1912
2,1912
5,1912
7,1912
9,1912
2,1913
4,1913
5,1913
7,1913
9,1913
2,1914
4,1914
5,1914
7,1914
9,1914
11,1914
4,1915
5,1915
6,1915
9,1915
11,1915
2,1916
4,1916
5,1916
6,1916
12,1916
2,1917
4,1917
5,1917
6,1917
7,1917
9,1917
2,1918
4,1918
5,1918
6,1918
7,1918
9,1918
2,1919
4,1919
5,1919
9,1919
2,1920
4,1920
5,1920
7,1920
9,1920
4,1921
5,1921
7,1921
9,1921
1,1922
2,1922
4,1922
5,1922
9,1922
11,1922
5,1923
9,1923
5,1924
7,1924
2,1925
4,1925
5,1925
7,1925
9,1925
10,1925
12,1925
13,1925
2,1926
4,1926
5,1926
1,1927
2,1927
4,1927
5,1927
6,1927
7,1927
8,1927
9,1927
12,1927
1,1928
2,1928
4,1928
5,1928
6,1928
7,1928
8,1928
9,1928
12,1928
2,1929
4,1929
5,1929
6,1929
7,1929
8,1929
9,1929
11,1929
12,1929
2,1930
4,1930
5,1930
7,1930
9,1930
2,1931
4,1931
5,1931
7,1931
9,1931
2,1932
3,1932
4,1932
5,1932
6,1932
7,1932
9,1932
11,1932
12,1932
2,1933
4,1933
5,1933
7,1933
9,1933
2,1934
4,1934
5,1934
6,1934
7,1934
9,1934
11,1934
12,1934
2,1935
4,1935
5,1935
7,1935
9,1935
2,1936
4,1936
5,1936
7,1936
9,1936
2,1937
4,1937
5,1937
6,1937
7,1937
9,1937
11,1937
4,1938
5,1938
7,1938
9,1938
4,1939
5,1939
9,1939
2,1940
4,1940
5,1940
7,1940
9,1940
2,1941
4,1941
5,1941
7,1941
9,1941
2,1942
4,1942
5,1942
7,1942
9,1942
2,1943
4,1943
5,1943
7,1943
9,1943
11,1943
2,1944
4,1944
5,1944
7,1944
9,1944
2,1945
4,1945
5,1945
7,1945
9,1945
2,1946
4,1946
5,1946
7,1946
9,1946
2,1947
4,1947
5,1947
6,1947
7,1947
9,1947
12,1947
2,1948
4,1948
5,1948
7,1948
9,1948
2,1949
4,1949
5,1949
9,1949
4,1950
5,1950
7,1950
9,1950
2,1951
4,1951
5,1951
7,1951
9,1951
2,1952
4,1952
7,1952
9,1952
4,1953
5,1953
7,1953
9,1953
2,1954
4,1954
5,1954
7,1954
9,1954
2,1955
4,1955
7,1955
9,1955
4,1956
5,1956
7,1956
9,1956
4,1957
5,1957
7,1957
5,1958
7,1958
9,1958
2,1959
4,1959
5,1959
7,1959
9,1959
2,1960
4,1960
5,1960
7,1960
9,1960
4,1961
5,1961
7,1961
9,1961
2,1962
4,1962
5,1962
7,1962
9,1962
2,1963
4,1963
5,1963
7,1963
9,1963
5,1964
7,1964
4,1965
5,1965
7,1965
9,1965
1,1966
2,1966
4,1966
5,1966
7,1966
9,1966
2,1967
4,1967
7,1967
9,1967
2,1968
7,1968
9,1968
4,1969
5,1969
7,1969
4,1970
5,1970
6,1970
9,1970
2,1971
4,1971
5,1971
6,1971
7,1971
8,1971
9,1971
11,1971
12,1971
2,1972
4,1972
5,1972
7,1972
9,1972
11,1972
2,1973
4,1973
5,1973
6,1973
7,1973
8,1973
9,1973
11,1973
12,1973
4,1974
5,1974
9,1974
2,1975
4,1975
5,1975
6,1975
7,1975
9,1975
11,1975
2,1976
4,1976
5,1976
7,1976
9,1976
2,1977
4,1977
5,1977
7,1977
9,1977
2,1978
4,1978
5,1978
7,1978
9,1978
11,1978
2,1979
4,1979
5,1979
7,1979
9,1979
2,1980
4,1980
5,1980
6,1980
7,1980
9,1980
11,1980
2,1981
4,1981
5,1981
7,1981
9,1981
5,1982
